date,symbol,event,a,b,share_multiplier,reason,shares,lots,strike,reasons,assigned_lots,assigned_shares,assigned_market_value,cash_before,cash_after,nav,margin_utilization,total_assigned_stock_exposure,sector,sector_exposure,top_sector,top_sector_exposure,cash_liquidity,margin_liquidity,remaining_liquidity,entry_day,put_retries,pending_calls,position,cancelled_orders,action,pnl,per_share
2024-01-29,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-29,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-29,,SKIP_NEW_PUT,,,,cash_liquidity,,,,,,,,,,,,,,,,,,,,True,0.0,0.0,,,,,
2024-01-30,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-30,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-31,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-31,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-01,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-01,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-02,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-02,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-05,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-05,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-06,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-06,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-08,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-08,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-09,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-09,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-12,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-12,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-13,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-13,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-14,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-14,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-16,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-16,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-19,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-19,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-20,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-20,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-21,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-21,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-22,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-22,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-23,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-23,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-26,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-26,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-27,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-27,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-28,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-28,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-29,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-29,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-29,,SKIP_NEW_PUT,,,,uncovered_assigned_shares_calls_pending,,,,,,,,,,,,,,,,,,,,True,0.0,3.0,,,,,
2024-03-01,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-01,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-04,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-04,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-05,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-05,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-06,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-06,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-07,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-07,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-11,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-11,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-12,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-12,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-13,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-13,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-14,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-14,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-15,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-15,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-18,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-18,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-19,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-19,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-20,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-20,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-21,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-21,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-22,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-22,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-26,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-26,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-27,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-27,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-28,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-28,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-28,,SKIP_NEW_PUT,,,,uncovered_assigned_shares_calls_pending,,,,,,,,,,,,,,,,,,,,True,0.0,3.0,,,,,
2024-04-01,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-02,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-02,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-03,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-03,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-04,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-04,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-08,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-08,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-09,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-09,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-10,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-10,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-12,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-12,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-15,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-15,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-16,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-16,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-18,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-18,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-19,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-19,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-22,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-22,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-23,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-23,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-24,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-24,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-26,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-26,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-29,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-29,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-30,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-30,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-02,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-02,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-03,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-03,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-07,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-07,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-08,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-08,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-13,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-13,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-14,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-14,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-17,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-17,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-21,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-21,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-22,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-22,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-23,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-23,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-24,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-24,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-27,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-27,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-28,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-28,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30,,SKIP_NEW_PUT,,,,uncovered_assigned_shares_calls_pending,,,,,,,,,,,,,,,,,,,,True,0.0,1.0,,,,,
2024-05-31,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-31,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-04,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-04,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-06,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-06,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-07,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-07,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-11,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-11,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-13,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-13,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-14,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-14,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-18,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-18,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-19,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
