symbol,ex_date,dividend_per_share,status,traded_on_ex_date,isin,subject,raw_file
HCLTECH,2026-07-17,12.0,OK,True,INE860A01027,Interim Dividend - Rs 12 Per Share,data/raw/corporate_actions/nse_api/HCLTECH/2025-09-29_2026-09-16.json
KOTAKBANK,2026-07-17,0.65,OK,True,INE237A01010,Dividend - Rs 0.65 Per Share,data/raw/corporate_actions/nse_api/KOTAKBANK/2025-09-29_2026-09-16.json
SHREECEM,2026-07-17,70.0,OK,True,INE070A01015,Dividend - Rs 70 Per Share,data/raw/corporate_actions/nse_api/SHREECEM/2025-09-29_2026-09-16.json
UPL,2026-07-17,6.0,OK,True,INE628A01036,Dividend - Rs 6 Per Share,data/raw/corporate_actions/nse_api/UPL/2025-09-29_2026-09-16.json
BHARTIARTL,2026-07-24,24.0,OK,True,INE397D01024,Dividend - Rs 24 Per Share,data/raw/corporate_actions/nse_api/BHARTIARTL/2025-09-29_2026-09-16.json
DIVISLAB,2026-07-24,30.0,OK,True,INE361B01024,Dividend - Rs 30 Per Share,data/raw/corporate_actions/nse_api/DIVISLAB/2025-09-29_2026-09-16.json
HEROMOTOCO,2026-07-24,75.0,OK,True,INE158A01026,Dividend - Rs 75 Per Share,data/raw/corporate_actions/nse_api/HEROMOTOCO/2025-09-29_2026-09-16.json
WIPRO,2026-07-27,2.0,OK,True,INE075A01022,Interim Dividend - Rs 2 Per Share,data/raw/corporate_actions/nse_api/WIPRO/2025-09-29_2026-09-16.json
ULTRACEMCO,2026-07-30,240.0,OK,True,INE481G01011,Dividend - Rs 240 Per Share,data/raw/corporate_actions/nse_api/ULTRACEMCO/2025-09-29_2026-09-16.json
BRITANNIA,2026-07-31,90.5,OK,True,INE216A01014,Dividend - Rs 90.50 Per Share,data/raw/corporate_actions/nse_api/BRITANNIA/2025-09-29_2026-09-16.json
COALINDIA,2026-07-31,5.5,OK,True,INE522F01014,Interim Dividend - Rs 5.50 Per Share,data/raw/corporate_actions/nse_api/COALINDIA/2025-09-29_2026-09-16.json
EICHERMOT,2026-07-31,82.0,OK,True,INE066A01013,Dividend - Rs 82 Per Share,data/raw/corporate_actions/nse_api/EICHERMOT/2025-09-29_2026-09-16.json
ICICIBANK,2026-08-03,12.0,OK,False,INE090A01013,Dividend - Rs 12 Per Share,data/raw/corporate_actions/nse_api/ICICIBANK/2025-09-29_2026-09-16.json
GRASIM,2026-08-07,10.0,OK,False,INE047A01013,Dividend - Rs 10 Per Share,data/raw/corporate_actions/nse_api/GRASIM/2025-09-29_2026-09-16.json
MARUTI,2026-08-07,140.0,OK,False,INE585B01010,Dividend - Rs 140 Per Share,data/raw/corporate_actions/nse_api/MARUTI/2025-09-29_2026-09-16.json
INDUSTOWER,2026-08-10,14.0,OK,False,INE121J01017,Dividend - Rs 14 Per Share,data/raw/corporate_actions/nse_api/INDUSTOWER/2025-09-29_2026-09-16.json
JIOFIN,2026-08-10,0.6,OK,False,INE758E01017,Dividend - Rs 0.60 Per Share,data/raw/corporate_actions/nse_api/JIOFIN/2025-09-29_2026-09-16.json
BEL,2026-08-13,0.55,OK,False,INE263A01016,Dividend - Re 0.55 Per Share,data/raw/corporate_actions/nse_api/BEL/2025-09-29_2026-09-16.json
POWERGRID,2026-08-13,1.25,OK,False,INE752E01010,Dividend - Rs 1.25 Per Share,data/raw/corporate_actions/nse_api/POWERGRID/2025-09-29_2026-09-16.json
APOLLOHOSP,2026-08-14,10.0,OK,False,INE437A01016,Dividend - Rs 10 Per Sh,data/raw/corporate_actions/nse_api/APOLLOHOSP/2025-09-29_2026-09-16.json
IOC,2026-08-14,1.25,OK,False,INE242A01010,Dividend - Rs 1.25 Per Share,data/raw/corporate_actions/nse_api/IOC/2025-09-29_2026-09-16.json
GAIL,2026-09-02,0.5,OK,False,INE129A01019,Dividend - Re 0.50 Per Share,data/raw/corporate_actions/nse_api/GAIL/2025-09-29_2026-09-16.json
NTPC,2026-09-02,3.5,OK,False,INE733E01010,Dividend - Rs 3.50 Per Share,data/raw/corporate_actions/nse_api/NTPC/2025-09-29_2026-09-16.json
COALINDIA,2026-09-04,5.25,OK,False,INE522F01014,Dividend - Rs 5.25 Per Share,data/raw/corporate_actions/nse_api/COALINDIA/2025-09-29_2026-09-16.json
ONGC,2026-09-04,1.0,OK,False,INE213A01011,Dividend - Re 1 Per Share,data/raw/corporate_actions/nse_api/ONGC/2025-09-29_2026-09-16.json
ZEEL,2026-09-10,2.0,OK,False,INE256A01028,Dividend - Rs 2 Per Share,data/raw/corporate_actions/nse_api/ZEEL/2025-09-29_2026-09-16.json
